employee_id,store_id,employee_name,role,hourly_wage_mxn,max_weekly_hours,is_strike_force,secondary_role
E00927,S012,Eugenio Saiz Corral,Cashier,75.0,40,0,None
E00928,S012,Mateo Adán Contreras,Cashier,75.0,40,0,None
E00929,S012,Cristal Ofelia Niño Valles,Cashier,75.0,40,0,None
E00930,S012,Dr. Germán Valles,Stock,65.0,40,0,None
E00931,S012,Alejandra de Anda Jurado,Supervisor,120.0,40,0,None
E00932,S012,Agustín Lorenzo Mora de la O,Floor,78.4,40,1,Cashier
E00933,S012,Ing. José María Cabrera,Cashier,75.0,40,0,None
E00934,S012,Gabino Ernesto Toledo Villagómez,Floor,70.0,40,0,None
E00935,S012,Marcela Pabón Jimínez,Supervisor,120.0,40,0,None
E00936,S012,Isabela Delia Sisneros,Floor,70.0,40,0,None
E00937,S012,Pascual Orta,Cashier,75.0,40,0,None
E00938,S012,Eloisa Cordero Rosado,Floor,70.0,40,0,None
E00939,S012,Irene Estela Corona Casárez,Floor,70.0,40,0,None
E00940,S012,Srita. Mónica Zedillo,Stock,65.0,40,0,None
E00941,S012,Maximiliano Mauro Barela Sarabia,Cashier,75.0,40,0,None
E00942,S012,Abel Domínguez Contreras,Supervisor,120.0,40,0,None
E00943,S012,Sra. Amalia Ontiveros,Cashier,75.0,40,0,None
E00944,S012,Carmen Daniela Beltrán,Stock,65.0,40,0,None
E00945,S012,Margarita Minerva Rocha,Stock,65.0,40,0,None
E00946,S012,Carla Mares,Cashier,75.0,40,0,None
E00947,S012,Paulina Zedillo,Floor,70.0,40,0,None
E00948,S012,Abel Daniel Urbina Polanco,Stock,65.0,40,0,None
E00949,S012,Nelly Araceli Solorio,Floor,78.4,40,1,Cashier
E00950,S012,Victoria Méndez,Floor,70.0,40,0,None
E00951,S012,Noemí Aurora Calvillo,Floor,70.0,40,0,None
E00952,S012,Elsa Cecilia Rael,Customer Service,85.0,40,0,None
E00953,S012,Dr. Francisco Garay,Cashier,75.0,40,0,None
E00954,S012,Carla Abril Concepción Chacón,Floor,70.0,40,0,None
E00955,S012,Lic. Esther Montoya,Cashier,75.0,40,0,None
E00956,S012,Úrsula Peres Altamirano,Floor,78.4,40,1,Cashier
E00957,S012,Elias Solorio Dávila,Cashier,75.0,40,0,None
E00958,S012,Sr. Augusto Galarza,Cashier,75.0,40,0,None
E00959,S012,Sr. Julio César Griego,Cashier,84.0,40,1,Floor
E00960,S012,Dr. Juan Carlos Esquivel,Floor,70.0,40,0,None
E00961,S013,Jos Gonzalo Concepción,Cashier,75.0,40,0,None
E00962,S013,Sra. Berta Peña,Cashier,75.0,40,0,None
E00963,S013,Srita. Magdalena Vélez,Stock,65.0,40,0,None
E00964,S013,Margarita Cecilia Figueroa Valadez,Cashier,75.0,40,0,None
E00965,S013,Mitzy Cecilia Becerra,Floor,78.4,40,1,Cashier
E00966,S013,Gilberto David Sevilla,Cashier,75.0,40,0,None
E00967,S013,Jaime Holguín,Floor,70.0,40,0,None
E00968,S013,Lic. Abelardo Colón,Floor,70.0,40,0,None
E00969,S013,Ing. Sara Correa,Stock,65.0,40,0,None
E00970,S013,Dolores Zelaya,Customer Service,85.0,40,0,None
E00971,S013,Vanesa Concepción Mercado,Supervisor,120.0,40,0,None
E00972,S013,Carolina Esparza,Supervisor,120.0,40,0,None
E00973,S013,Esther María Cristina Juárez,Floor,70.0,40,0,None
E00974,S013,Susana Cynthia Benavídez Casárez,Floor,70.0,40,0,None
E00975,S013,Flavio Pablo Ocampo García,Cashier,75.0,40,0,None
E00976,S013,Hugo Israel Cabán Cruz,Stock,65.0,40,0,None
E00977,S013,Abril Elvira Carreón,Supervisor,120.0,40,0,None
E00978,S013,Ruby Isabel Aguayo Pineda,Stock,65.0,40,0,None
E00979,S013,Eugenio de Anda Aparicio,Cashier,75.0,40,0,None
E00980,S013,Natalia Nava Roldán,Floor,70.0,40,0,None
E00981,S013,Srita. Cynthia Patiño,Floor,70.0,40,0,None
E00982,S013,Irma Elena Villareal Ocampo,Floor,70.0,40,0,None
E00983,S013,Mónica Mendoza Llamas,Cashier,75.0,40,0,None
E00984,S013,Esmeralda Ayala,Cashier,75.0,40,0,None
E00985,S013,Mónica Bermúdez,Floor,70.0,40,0,None
E00986,S013,Hilda Victoria Monroy Rael,Cashier,75.0,40,0,None
E00987,S013,Luz María Elena Urías Carbajal,Cashier,84.0,40,1,Floor
E00988,S013,Espartaco Leonel Noriega Partida,Floor,78.4,40,1,Cashier
E00989,S013,Dra. Norma Núñez,Floor,70.0,40,0,None
E00990,S013,David Lozada Arellano,Floor,70.0,40,0,None
E00991,S013,Darío Rufino Carvajal,Cashier,75.0,40,0,None
E00992,S013,Aldo Abelardo Maestas,Supervisor,120.0,40,0,None
E00993,S013,Ramiro Renato Mares Pedroza,Floor,78.4,40,1,Cashier
E00994,S013,Zeferino Zelaya Nieves,Stock,65.0,40,0,None
E00995,S013,Mariana Romo,Cashier,75.0,40,0,None
E00996,S013,Aida Monroy Barrientos,Stock,65.0,40,0,None
E00997,S013,Nancy María Luisa Vaca Estévez,Stock,65.0,40,0,None
E00998,S013,Adán Quintero,Customer Service,85.0,40,0,None
E00999,S013,Helena Espinoza,Stock,65.0,40,0,None
E01000,S013,Eugenio Meraz Montalvo,Floor,70.0,40,0,None
E01001,S013,Sra. Adriana Pantoja,Cashier,84.0,40,1,Floor
E01002,S013,Ing. Ramón Polanco,Floor,78.4,40,1,Cashier
E01003,S013,Marco Antonio Cardenas,Supervisor,120.0,40,0,None
E01004,S013,Daniel Luis Manuel de Anda Caballero,Stock,65.0,40,0,None
E01005,S013,Barbara Magdalena Escamilla,Cashier,75.0,40,0,None
E01006,S013,Reynaldo Ballesteros,Floor,70.0,40,0,None
E01007,S013,Teresa Pacheco,Stock,65.0,40,0,None
E01008,S013,María José Linda Fernández Benavídez,Floor,70.0,40,0,None
E01009,S013,Alfonso Alarcón,Stock,65.0,40,0,None
E01010,S013,Sra. Diana Alba,Supervisor,120.0,40,0,None
E01011,S013,Diego Figueroa Madrigal,Stock,65.0,40,0,None
E01012,S013,Abril Judith Leal Navarrete,Floor,78.4,40,1,Cashier
E01013,S013,Abelardo Riojas,Floor,70.0,40,0,None
E01014,S013,Esteban José María Cabrera Padilla,Floor,78.4,40,1,Cashier
E01015,S013,Dr. Renato Pedraza,Floor,70.0,40,0,None
E01016,S013,Nancy Ponce Fajardo,Supervisor,120.0,40,0,None
E01017,S013,Salma Zoé Ramón Alcántar,Stock,65.0,40,0,None
E01018,S013,Rubén Emilio Martínez Tafoya,Stock,65.0,40,0,None
E01019,S013,Amalia de Jesús Véliz,Stock,65.0,40,0,None
E01020,S013,Abigail Beatriz Chávez,Supervisor,120.0,40,0,None
E01021,S013,Isaac David Zelaya,Stock,65.0,40,0,None
E01022,S013,Dr. Abelardo del Río,Cashier,75.0,40,0,None
E01023,S013,Ing. Diana Godínez,Customer Service,85.0,40,0,None
E01024,S013,Gregorio Arreola,Cashier,75.0,40,0,None
E01025,S013,Juana Alejandra Amador Granados,Floor,70.0,40,0,None
E01026,S013,Sofía Nancy Rincón Figueroa,Customer Service,85.0,40,0,None
E01027,S013,Esperanza Amalia Uribe,Supervisor,120.0,40,0,None
E01028,S013,Liliana Guzmán,Floor,70.0,40,0,None
E01029,S013,Dra. Aurora Vargas,Floor,70.0,40,0,None
E01030,S013,Judith Conchita Aguirre Ulibarri,Supervisor,120.0,40,0,None
E01031,S013,Enrique Téllez,Stock,65.0,40,0,None
E01032,S013,Vicente Tomás Chávez,Customer Service,85.0,40,0,None
E01033,S013,Abelardo Rentería,Cashier,75.0,40,0,None
E01034,S013,Reynaldo José Emilio Calderón Alvarez,Cashier,75.0,40,0,None
E01035,S013,Amalia Perla Sanches,Stock,65.0,40,0,None
E01036,S013,José Eduardo Olvera,Floor,70.0,40,0,None
E01037,S013,Mateo Germán Cervantes Alcaraz,Floor,70.0,40,0,None
E01038,S013,Esparta Aguilera,Floor,70.0,40,0,None
E01039,S013,Homero Núñez,Floor,78.4,40,1,Cashier
E01040,S013,Armando Vela Borrego,Floor,70.0,40,0,None
E01041,S014,Delia Minerva Vázquez,Floor,70.0,40,0,None
E01042,S014,Srita. Nelly Palomino,Cashier,84.0,40,1,Floor
E01043,S014,Ruby Marisol Menchaca Sevilla,Stock,65.0,40,0,None
E01044,S014,Cecilia Nayeli Sanches Avilés,Cashier,75.0,40,0,None
E01045,S014,Hermelinda Irizarry,Floor,78.4,40,1,Cashier
E01046,S014,Humberto Tirado,Cashier,75.0,40,0,None
E01047,S014,Gilberto Manuel Acevedo Segovia,Floor,70.0,40,0,None
E01048,S014,Sr. Gerardo Enríquez,Supervisor,120.0,40,0,None
E01049,S014,Diana Leal Zelaya,Cashier,84.0,40,1,Floor
E01050,S014,Maximiliano Jaime Feliciano,Floor,70.0,40,0,None
E01051,S014,Lic. Gloria Montalvo,Customer Service,85.0,40,0,None
E01052,S014,Ernesto Cervantes Sanches,Cashier,84.0,40,1,Floor
E01053,S014,Ing. Aurelio Zaragoza,Customer Service,85.0,40,0,None
E01054,S014,Zacarías Gilberto Castillo,Stock,65.0,40,0,None
E01055,S014,Jorge Luis Jerónimo Salazar,Supervisor,120.0,40,0,None
E01056,S014,Yeni Alma Baca Alejandro,Floor,70.0,40,0,None
E01057,S014,Adriana Rivera Pulido,Floor,70.0,40,0,None
E01058,S014,Josefina María Cristina Muro Nevárez,Cashier,75.0,40,0,None
E01059,S014,Aurora Rebeca Garrido Rivero,Cashier,75.0,40,0,None
E01060,S014,Zacarías Benito Urbina,Cashier,75.0,40,0,None
E01061,S014,Rosa Luz Mena,Stock,65.0,40,0,None
E01062,S014,Miguel Ángel Caraballo Montes,Floor,70.0,40,0,None
E01063,S014,Eduardo Aguilar,Stock,65.0,40,0,None
E01064,S014,Arturo Oswaldo Saavedra Treviño,Cashier,75.0,40,0,None
E01065,S014,Sra. Judith Laboy,Supervisor,120.0,40,0,None
E01066,S014,Carla Pizarro Bravo,Cashier,75.0,40,0,None
E01067,S014,Horacio Guerra,Floor,78.4,40,1,Cashier
E01068,S014,Abigail Gamboa Mireles,Customer Service,85.0,40,0,None
E01069,S014,Javier Amador Almanza Montero,Stock,65.0,40,0,None
E01070,S014,Óliver Emilio Loera,Cashier,75.0,40,0,None
E01071,S014,Nadia Amalia Dueñas Zelaya,Cashier,75.0,40,0,None
E01072,S014,Ramón Evelio Naranjo Batista,Supervisor,120.0,40,0,None
E01073,S014,Cecilia Arcelia Gaytán,Floor,70.0,40,0,None
E01074,S014,Ramón José Luis Ballesteros Jasso,Stock,65.0,40,0,None
E01075,S014,Nelly Guadalupe Esquibel Calvillo,Cashier,75.0,40,0,None
E01076,S014,Marco Antonio Grijalva,Supervisor,120.0,40,0,None
E01077,S014,Ing. José Carlos Irizarry,Stock,65.0,40,0,None
E01078,S014,Gustavo Pacheco,Cashier,75.0,40,0,None
E01079,S014,Ing. Marco Antonio Lovato,Stock,65.0,40,0,None
E01080,S014,Elsa Aguirre de la Torre,Cashier,75.0,40,0,None
E01081,S014,Úrsula Avilés,Cashier,75.0,40,0,None
E01082,S014,Adán Rivera Alonso,Floor,70.0,40,0,None
E01083,S014,Elena Luisa Esquibel Córdova,Floor,70.0,40,0,None
E01084,S014,Judith Violeta Zelaya Rodarte,Floor,70.0,40,0,None
E01085,S014,José Eduardo Loya Ortiz,Floor,70.0,40,0,None
E01086,S014,Laura Adriana Delgado Centeno,Cashier,75.0,40,0,None
E01087,S014,Enrique Rodolfo Ramírez,Floor,70.0,40,0,None
E01088,S014,Yeni Rojas,Customer Service,85.0,40,0,None
E01089,S014,Abigail Pamela Barraza Serrato,Cashier,75.0,40,0,None
E01090,S014,Angélica Caridad Barragán Cardona,Customer Service,85.0,40,0,None
E01091,S014,Maximiliano Sergio Quiñónez Burgos,Supervisor,120.0,40,0,None
E01092,S014,Lic. Liliana Mendoza,Stock,65.0,40,0,None
E01093,S014,Emilio Quintanilla,Cashier,84.0,40,1,Floor
E01094,S014,Trinidad Lucía Nieves,Floor,70.0,40,0,None
E01095,S014,Lic. Esteban Bustamante,Stock,65.0,40,0,None
E01096,S014,Daniela Sandra Vela,Supervisor,120.0,40,0,None
E01097,S014,Cornelio Isaac Valadez,Floor,78.4,40,1,Cashier
E01098,S014,Héctor Felipe Montenegro,Cashier,75.0,40,0,None
E01099,S014,Germán Ordóñez,Cashier,75.0,40,0,None
E01100,S014,Araceli Josefina Polanco Leal,Stock,65.0,40,0,None
E01101,S014,Clemente Montez,Customer Service,85.0,40,0,None
E01102,S014,Alicia Rosales Lucero,Cashier,75.0,40,0,None
E01103,S014,Srita. Gloria Arguello,Stock,65.0,40,0,None
E01104,S014,Alta  Gracia Tania Leiva Mesa,Cashier,75.0,40,0,None
E01105,S014,Ing. Abigail Pulido,Floor,70.0,40,0,None
E01106,S014,Porfirio Vigil,Floor,70.0,40,0,None
E01107,S014,Germán Carlos Cardona Lucero,Stock,65.0,40,0,None
E01108,S014,Germán Valdivia Galván,Supervisor,120.0,40,0,None
E01109,S014,María José Zaragoza,Cashier,75.0,40,0,None
E01110,S014,Octavio Patricio de Anda Carrera,Stock,65.0,40,0,None
E01111,S014,Ing. Jaqueline Rascón,Floor,78.4,40,1,Cashier
E01112,S014,Reynaldo Federico Alva Estévez,Supervisor,120.0,40,0,None
E01113,S014,Adela Ruiz Leyva,Floor,70.0,40,0,None
E01114,S014,Dr. Armando Olivares,Customer Service,85.0,40,0,None
E01115,S014,Karla Delgadillo,Floor,78.4,40,1,Cashier
E01116,S014,Lic. Víctor Díaz,Cashier,75.0,40,0,None
E01117,S014,Serafín Santillán Miramontes,Stock,65.0,40,0,None
E01118,S014,Isabela Díaz,Cashier,84.0,40,1,Floor
E01119,S014,Aurora Amelia Mascareñas,Cashier,75.0,40,0,None
E01120,S014,Patricia Micaela Trejo Sandoval,Cashier,75.0,40,0,None
E01121,S015,Lic. Rubén Pacheco,Floor,70.0,40,0,None
E01122,S015,Dr. Silvano Amaya,Stock,65.0,40,0,None
E01123,S015,Gustavo Arturo Olivera,Floor,70.0,40,0,None
E01124,S015,Javier del Río,Floor,70.0,40,0,None
E01125,S015,Lic. Samuel Ayala,Floor,70.0,40,0,None
E01126,S015,Esmeralda Hermelinda Posada Alonzo,Stock,65.0,40,0,None
E01127,S015,Dra. Adriana Riojas,Floor,70.0,40,0,None
E01128,S015,Renato Enrique Arriaga,Stock,65.0,40,0,None
E01129,S015,Cornelio Collazo Báez,Floor,70.0,40,0,None
E01130,S015,Genaro Serafín Alonso,Cashier,84.0,40,1,Floor
E01131,S015,Inés Luevano Lara,Cashier,75.0,40,0,None
E01132,S015,Mayte Marisol Gallardo,Cashier,75.0,40,0,None
E01133,S015,Amador Fidel Benavides Nazario,Floor,70.0,40,0,None
E01134,S015,Srita. Adela Carrero,Cashier,75.0,40,0,None
E01135,S015,Elvira Concepción,Customer Service,85.0,40,0,None
E01136,S015,Verónica Márquez Villalobos,Floor,70.0,40,0,None
E01137,S015,Felipe Pichardo Tovar,Cashier,75.0,40,0,None
E01138,S015,Leonel Lucas Abreu,Floor,70.0,40,0,None
E01139,S015,Lorena Linda Quiñónez Campos,Supervisor,120.0,40,0,None
E01140,S015,Estefanía Aldonza Fierro,Supervisor,120.0,40,0,None
E01141,S015,Ing. Ramiro Ceja,Stock,65.0,40,0,None
E01142,S015,Violeta Villanueva,Cashier,75.0,40,0,None
E01143,S015,Dra. Karina Marín,Stock,65.0,40,0,None
E01144,S015,René Carrión,Stock,65.0,40,0,None
E01145,S015,Aldo Luis Manuel Ávila Gallardo,Cashier,75.0,40,0,None
E01146,S015,Ilse Carbajal,Cashier,75.0,40,0,None
E01147,S015,Estefanía Arellano Muro,Floor,70.0,40,0,None
E01148,S015,Sra. Irene Rodarte,Stock,65.0,40,0,None
E01149,S015,Dra. Nancy Rocha,Floor,78.4,40,1,Cashier
E01150,S015,Miguel Vigil Tórrez,Customer Service,85.0,40,0,None
E01151,S015,Úrsula Blanca Romo Carmona,Supervisor,120.0,40,0,None
E01152,S015,Daniela Karla Esparza,Stock,65.0,40,0,None
E01153,S015,Reynaldo Gonzalo Cotto,Customer Service,85.0,40,0,None
E01154,S015,Olivia Villalpando,Cashier,75.0,40,0,None
E01155,S015,Francisco Ávila,Floor,70.0,40,0,None
E01156,S015,Lic. Enrique Apodaca,Customer Service,85.0,40,0,None
E01157,S015,Genaro Robles Fajardo,Stock,65.0,40,0,None
E01158,S015,Jacinto Aguayo,Cashier,75.0,40,0,None
E01159,S015,Sara Leiva Zambrano,Stock,65.0,40,0,None
E01160,S015,Lucía Bianca Ayala Verdugo,Cashier,75.0,40,0,None
E01161,S015,Sra. Sofía Valdez,Cashier,75.0,40,0,None
E01162,S015,Cynthia Baeza,Customer Service,85.0,40,0,None
E01163,S015,Cornelio Jaime Cardenas,Supervisor,120.0,40,0,None
E01164,S015,Lic. Débora Lerma,Stock,65.0,40,0,None
E01165,S015,Ruby Victoria Mascareñas,Customer Service,85.0,40,0,None
E01166,S015,Helena Catalina Sierra Téllez,Cashier,84.0,40,1,Floor
E01167,S015,Roberto de León,Stock,65.0,40,0,None
E01168,S015,Camilo Carrión,Floor,70.0,40,0,None
E01169,S015,Juan Carlos Murillo Preciado,Cashier,75.0,40,0,None
E01170,S015,Julia Dulce María Porras,Supervisor,120.0,40,0,None
E01171,S015,Elvia Quintero Sotelo,Floor,70.0,40,0,None
E01172,S015,Claudio Marco Antonio Ríos Quiñónez,Customer Service,85.0,40,0,None
E01173,S015,Lic. Armando Quiñones,Cashier,75.0,40,0,None
E01174,S015,Adán Gerónimo Escobedo,Cashier,75.0,40,0,None
E01175,S015,Gonzalo Andrés Carrera,Floor,70.0,40,0,None
E01176,S015,César Bahena,Stock,65.0,40,0,None
E01177,S015,Héctor Marco Antonio Orta,Floor,70.0,40,0,None
E01178,S015,Leonel Montenegro Esparza,Stock,65.0,40,0,None
E01179,S015,Ariadna Lilia Quiñónez Lira,Supervisor,120.0,40,0,None
E01180,S015,Cornelio Mariano Grijalva Trejo,Cashier,84.0,40,1,Floor
E01181,S015,Ing. Andrea Paredes,Cashier,75.0,40,0,None
E01182,S015,Blanca Angélica Valdés Zedillo,Cashier,75.0,40,0,None
E01183,S015,Abraham Renato Henríquez,Floor,78.4,40,1,Cashier
E01184,S015,Guadalupe Eloisa Mora Gallegos,Supervisor,120.0,40,0,None
E01185,S015,Mauricio Agustín Tovar,Customer Service,85.0,40,0,None
E01186,S015,Miguel Ángel Felix Leiva Olivera,Customer Service,85.0,40,0,None
E01187,S015,Gonzalo Maximiliano López Ayala,Stock,65.0,40,0,None
E01188,S015,Sra. Delia Partida,Floor,70.0,40,0,None
E01189,S015,Cristobal Domínguez Figueroa,Cashier,84.0,40,1,Floor
E01190,S015,Andrés Rojas Oquendo,Cashier,75.0,40,0,None
E01191,S015,Carolina Tania Ceja,Cashier,84.0,40,1,Floor
E01192,S015,Tomás Evelio Saavedra,Stock,65.0,40,0,None
E01193,S015,Sandra Alta  Gracia Tello,Customer Service,85.0,40,0,None
E01194,S015,Claudio Posada,Floor,78.4,40,1,Cashier
E01195,S015,Elsa Magdalena Yáñez,Floor,70.0,40,0,None
E01196,S015,Lic. Federico Ruiz,Floor,70.0,40,0,None
E01197,S015,Verónica Rendón Almanza,Floor,70.0,40,0,None
E01198,S015,Mayte María Teresa Barrera,Floor,78.4,40,1,Cashier
E01199,S015,Sra. Cristal de la Garza,Cashier,75.0,40,0,None
E01200,S015,Lic. Jacinto Mondragón,Cashier,75.0,40,0,None
E01201,S016,Ing. Benjamín Velasco,Customer Service,85.0,40,0,None
E01202,S016,Enrique de la Rosa Véliz,Stock,65.0,40,0,None
E01203,S016,Amalia Vigil,Floor,70.0,40,0,None
E01204,S016,Karla Elisa Ramos Cedillo,Stock,65.0,40,0,None
E01205,S016,Jaqueline Ordóñez Saiz,Cashier,75.0,40,0,None
E01206,S016,Lic. José Carlos Quiñones,Floor,70.0,40,0,None
E01207,S016,Ing. Juan Reyes,Cashier,84.0,40,1,Floor
E01208,S016,Lic. María Luisa Olivas,Cashier,75.0,40,0,None
E01209,S016,Dulce Pamela Sepúlveda,Floor,70.0,40,0,None
E01210,S016,Elena Elvia Cotto,Customer Service,85.0,40,0,None
E01211,S016,Concepción Elvira Posada,Cashier,84.0,40,1,Floor
E01212,S016,Gabino Jacinto Chavarría,Supervisor,120.0,40,0,None
E01213,S016,Mauricio Wilfrido Farías del Valle,Supervisor,120.0,40,0,None
E01214,S016,Carlota Yuridia del Valle Grijalva,Cashier,84.0,40,1,Floor
E01215,S016,Frida Laura Briseño,Floor,70.0,40,0,None
E01216,S016,Lic. Martha Reyes,Supervisor,120.0,40,0,None
E01217,S016,José Manuél José Eduardo Briseño Bernal,Stock,65.0,40,0,None
E01218,S016,Natividad Magdalena Bahena,Floor,70.0,40,0,None
E01219,S016,Eugenio Flores Barrera,Cashier,75.0,40,0,None
E01220,S016,Rufino Ceja,Cashier,84.0,40,1,Floor
E01221,S016,Dra. Liliana Rivera,Supervisor,120.0,40,0,None
E01222,S016,Marisela Gallardo Garza,Cashier,75.0,40,0,None
E01223,S016,Estela Carolina Marrero,Cashier,75.0,40,0,None
E01224,S016,Lic. Homero Fuentes,Stock,65.0,40,0,None
E01225,S016,Pedro Eduardo Vela,Customer Service,85.0,40,0,None
E01226,S016,Mayte Abril Gurule,Customer Service,85.0,40,0,None
E01227,S016,Jonás Ferrer,Stock,65.0,40,0,None
E01228,S016,Mónica Cisneros Balderas,Stock,65.0,40,0,None
E01229,S016,Jaime Antonio Chacón,Stock,65.0,40,0,None
E01230,S016,Mónica Nancy Cortés Carrasco,Stock,65.0,40,0,None
E01231,S016,Sra. Rebeca Grijalva,Floor,70.0,40,0,None
E01232,S016,Lilia Tapia Alcala,Cashier,75.0,40,0,None
E01233,S016,Srita. Miriam Solano,Cashier,75.0,40,0,None
E01234,S016,Ing. Julio Santiago,Floor,70.0,40,0,None
E01235,S016,Yeni Ilse Palacios Tamayo,Cashier,75.0,40,0,None
E01236,S016,Delia Mitzy Trujillo,Stock,65.0,40,0,None
E01237,S016,Ing. Mariana Rincón,Customer Service,85.0,40,0,None
E01238,S016,Luz Gonzales,Floor,70.0,40,0,None
E01239,S016,Iván Jurado Sauceda,Stock,65.0,40,0,None
E01240,S016,Javier Leonardo Uribe,Supervisor,120.0,40,0,None
E01241,S016,Nicolás Esquivel,Cashier,75.0,40,0,None
E01242,S016,Esperanza Bustos Olivo,Stock,65.0,40,0,None
E01243,S016,Gerardo Ureña Mota,Stock,65.0,40,0,None
E01244,S016,Sr. Porfirio Aguilar,Cashier,75.0,40,0,None
E01245,S016,Luis Miguel Cervantes Cisneros,Supervisor,120.0,40,0,None
E01246,S016,Florencia Rosa Velásquez Rentería,Floor,70.0,40,0,None
E01247,S016,Francisco Javier Madrid,Floor,70.0,40,0,None
E01248,S016,Clara Guillermina Duarte Ibarra,Stock,65.0,40,0,None
E01249,S016,Gonzalo Emilio Sisneros Estévez,Cashier,75.0,40,0,None
E01250,S016,Trinidad Amelia Valenzuela Hinojosa,Supervisor,120.0,40,0,None
E01251,S016,Lic. José Luis Guzmán,Floor,70.0,40,0,None
E01252,S016,Jorge Luis Mario Rael,Floor,70.0,40,0,None
E01253,S016,Ing. Felipe Rosario,Floor,78.4,40,1,Cashier
E01254,S016,Srita. Anabel Ramón,Cashier,75.0,40,0,None
E01255,S016,Reina Sofía Sosa Casas,Floor,70.0,40,0,None
E01256,S016,Dra. Isabela Mena,Stock,65.0,40,0,None
E01257,S016,Marcela Virginia Maldonado,Cashier,75.0,40,0,None
E01258,S016,Caridad Abril del Río Rendón,Cashier,75.0,40,0,None
E01259,S016,Elvia Caridad Juárez,Cashier,75.0,40,0,None
E01260,S016,Magdalena Cintrón,Cashier,84.0,40,1,Floor
E01261,S016,Daniela Espinosa Montañez,Floor,78.4,40,1,Cashier
E01262,S016,Abel José Luis Ocampo Limón,Cashier,75.0,40,0,None
E01263,S016,Esther de Jesús Roybal,Cashier,75.0,40,0,None
E01264,S016,Carla Mercedes Estrada Centeno,Floor,70.0,40,0,None
E01265,S016,Laura Mireles Rendón,Cashier,75.0,40,0,None
E01266,S016,María José Menchaca,Stock,65.0,40,0,None
E01267,S016,Zeferino Reséndez Matos,Floor,78.4,40,1,Cashier
E01268,S016,Zeferino Montenegro,Cashier,84.0,40,1,Floor
E01269,S016,Ing. Marcos Briseño,Floor,70.0,40,0,None
E01270,S016,José Eduardo Arturo Córdova Ponce,Floor,70.0,40,0,None
E01271,S016,Sr. Pedro Aguirre,Stock,65.0,40,0,None
E01272,S016,Lic. Augusto Hinojosa,Stock,65.0,40,0,None
E01273,S016,Hilda Tijerina Uribe,Stock,65.0,40,0,None
E01274,S016,Gustavo Francisco Javier Irizarry Hidalgo,Floor,70.0,40,0,None
E01275,S016,Marcos Irizarry,Stock,65.0,40,0,None
E01276,S016,Marisela Tórrez Iglesias,Supervisor,120.0,40,0,None
E01277,S016,Cornelio Zavala,Customer Service,85.0,40,0,None
E01278,S016,Ing. Helena Valverde,Cashier,75.0,40,0,None
E01279,S016,Arcelia Ortega Aranda,Stock,65.0,40,0,None
E01280,S016,Rubén Pelayo Solís,Floor,70.0,40,0,None
E01281,S017,Dra. Aida Jaramillo,Supervisor,120.0,40,0,None
E01282,S017,Sra. Josefina Madrid,Floor,70.0,40,0,None
E01283,S017,Srita. Amanda Montemayor,Floor,70.0,40,0,None
E01284,S017,Ing. María Rentería,Stock,65.0,40,0,None
E01285,S017,Sra. Antonia Tórrez,Cashier,75.0,40,0,None
E01286,S017,Dra. Wendolin Vázquez,Cashier,84.0,40,1,Floor
E01287,S017,Pedro Federico Ortiz Córdova,Cashier,75.0,40,0,None
E01288,S017,Lic. Enrique Nevárez,Floor,70.0,40,0,None
E01289,S017,Iván Joaquín Rentería Salas,Floor,70.0,40,0,None
E01290,S017,Claudia Esmeralda Corrales,Stock,65.0,40,0,None
E01291,S017,Homero Barreto Gaitán,Supervisor,120.0,40,0,None
E01292,S017,Noelia Correa Samaniego,Floor,78.4,40,1,Cashier
E01293,S017,Javier Ayala,Stock,65.0,40,0,None
E01294,S017,Iván Germán García,Stock,65.0,40,0,None
E01295,S017,Natalia Ayala Lira,Floor,78.4,40,1,Cashier
E01296,S017,Martha Leonor Tafoya Espinosa,Supervisor,120.0,40,0,None
E01297,S017,Raúl Manuel Flórez,Stock,65.0,40,0,None
E01298,S017,Alberto Gustavo Zelaya,Customer Service,85.0,40,0,None
E01299,S017,Nicolás Homero Laureano,Stock,65.0,40,0,None
E01300,S017,Sra. Carla Salazar,Customer Service,85.0,40,0,None
E01301,S017,Lic. Rubén Navarrete,Supervisor,120.0,40,0,None
E01302,S017,Eduardo Israel Villegas,Stock,65.0,40,0,None
E01303,S017,Alberto Aldo Ramos de la Crúz,Customer Service,85.0,40,0,None
E01304,S017,Mauricio Luis Manuel Guardado Sierra,Cashier,84.0,40,1,Floor
E01305,S017,Ing. Anabel Arroyo,Supervisor,120.0,40,0,None
E01306,S017,Isaac Lovato,Stock,65.0,40,0,None
E01307,S017,Augusto Paz Gutiérrez,Floor,70.0,40,0,None
E01308,S017,Eugenio Loya Puga,Stock,65.0,40,0,None
E01309,S017,Abelardo Toro,Cashier,75.0,40,0,None
E01310,S017,Lic. Claudia Solorzano,Stock,65.0,40,0,None
E01311,S017,Rebeca Valle,Supervisor,120.0,40,0,None
E01312,S017,Cornelio Morales Vera,Floor,78.4,40,1,Cashier
E01313,S017,Eloy José Manuél Alcaraz,Stock,65.0,40,0,None
E01314,S017,Concepción Badillo Véliz,Floor,70.0,40,0,None
E01315,S017,Nicolás Zúñiga,Cashier,75.0,40,0,None
